@relation MyFinal

@attribute ﻿Shape__Length numeric
@attribute X numeric
@attribute Y numeric
@attribute difficulty {Easy,Easiest,'Easiest,Easy','Advanced,Expert',Advanced,Intermediate,Expert,'Easy,Advanced','Easiest,Advanced','Easy,Expert','Intermediate,Advanced','Intermediate,Advanced,Expert'}
@attribute completionTime numeric

@data
7943.397617,175.857056,-37.631957,Advanced,270
7945.422393,174.535163,-36.066838,Easy,180
7946.474761,172.872598,-41.818772,Advanced,300
7977.655449,174.74854,-38.430299,Advanced,480
8045.104635,175.486059,-40.856753,Advanced,480
8048.44482,168.427305,-44.710914,Advanced,480
8068.935535,173.596344,-35.794549,'Easy,Advanced',30
8075.612675,175.388984,-36.095533,Expert,480
8080.601307,173.555991,-35.746185,'Easy,Advanced',390
8198.174005,172.557407,-40.640089,Expert,540
8241.54867,170.039213,-45.918746,Advanced,270
8296.727692,177.408034,-38.278097,Advanced,210
8305.9267,175.824617,-41.346597,'Easy,Expert',330
8336.147289,171.227683,-43.896187,Advanced,330
8349.120626,173.321306,-41.567918,Advanced,150
8363.090536,172.251741,-42.32432,Intermediate,180
8407.944413,169.477881,-44.912381,Advanced,300
8425.969103,175.80254,-40.324942,Easy,240
8529.46922,169.636091,-44.185669,Advanced,360
8536.291096,174.992606,-41.297614,Advanced,420
8541.816468,171.378207,-42.289944,Advanced,900
8559.994843,175.746021,-37.418859,Easy,45
8606.679683,168.125902,-44.661294,Advanced,300
8617.298125,169.343396,-44.632884,Advanced,300
8626.428334,177.309069,-38.170406,Advanced,210
8630.909856,172.06973,-43.253408,Easy,300
8639.90388,174.747782,-39.521372,Advanced,240
8729.446131,174.107831,-39.316817,Advanced,80
8787.832964,168.588517,-43.999231,Expert,240
8800.802075,172.831571,-41.844048,Easy,300
8815.516167,172.038255,-43.224526,Intermediate,900
8877.984689,168.322133,-44.950084,Easy,300
8911.418456,175.782018,-37.499009,Intermediate,480
8915.38282,174.625903,-38.922361,Advanced,390
9004.641979,167.496581,-45.720591,Advanced,420
9030.798372,174.796649,-38.414508,Intermediate,360
9080.546386,171.969911,-42.08878,'Advanced,Expert',1500
9080.546386,176.038866,-39.839548,Advanced,2100
9112.758816,170.053052,-44.551721,Easy,105
9121.186234,173.391475,-41.173324,Easy,210
9187.601994,171.513901,-43.000999,Expert,1200
9261.72863,171.881282,-41.609507,Easy,150
9343.511162,171.110483,-42.773123,Easy,210
9380.188402,169.36685,-45.295806,'Easy,Advanced',420
9388.04336,175.715266,-38.709368,Easy,210
9472.036487,168.72013,-45.062914,Easy,240
9481.501485,171.398521,-43.632116,Advanced,300
9613.075863,167.683892,-45.46797,Intermediate,150
9720.53566,175.381562,-36.20442,Advanced,300
9743.614004,175.854252,-37.613448,Advanced,300
9829.441473,171.438802,-42.263274,Easy,150
9922.033971,170.622147,-43.872603,Easy,270
9926.516904,175.499526,-39.3315,Advanced,300
10064.11416,168.421033,-44.851525,'Intermediate,Advanced',150
10076.01077,173.384294,-35.565968,Easy,240
10095.85507,175.138351,-40.917285,Advanced,420
10106.14908,169.127172,-45.083619,Advanced,210
10256.44346,170.170762,-43.43359,Easy,90
10258.28091,175.719197,-37.104372,Easy,5
10301.39398,167.965692,-44.936069,Expert,480
10378.44922,175.094917,-37.861967,Advanced,180
10389.30038,177.395565,-38.149268,Advanced,120
10399.49809,175.446205,-40.90177,Intermediate,780
10403.13337,175.734976,-39.541521,Advanced,150
10414.32102,176.035718,-39.948008,Advanced,270
10455.38192,177.388115,-38.279664,Advanced,150
10550.88909,173.467028,-35.508721,Advanced,90
10578.06316,169.386173,-44.137355,Advanced,360
10599.10816,173.20143,-42.094203,Advanced,10
10601.79703,170.624913,-43.653471,Advanced,300
10677.84687,176.283287,-39.964954,Easiest,105
10707.33554,174.726417,-38.460052,Advanced,840
10723.18039,169.450396,-44.90708,Advanced,300
10767.32762,168.923108,-45.066618,Advanced,480
10808.62116,168.94002,-45.016815,Easy,120
10853.43685,172.692975,-41.129359,Advanced,120
10856.86009,175.755142,-37.547662,Advanced,120
11099.87703,174.838723,-38.868387,Advanced,270
11140.05051,174.492588,-36.070991,Advanced,360
11147.90657,168.68132,-44.511619,Expert,360
11208.485,174.164199,-39.291894,Easy,180
11352.3479,175.872195,-37.735574,'Easy,Advanced',210
11355.99745,174.971915,-41.34014,Advanced,600
11381.3241,176.908391,-39.222008,'Easiest,Easy',120
11422.09776,176.028709,-39.995559,Advanced,540
11422.56164,174.802487,-38.470915,Advanced,480
11431.99364,175.384587,-39.375137,Easy,270
11579.62589,167.459286,-45.835736,'Advanced,Expert',600
11587.27367,174.555117,-38.863122,Easy,480
11591.71309,174.229404,-35.216975,Easy,300
11635.69132,173.703324,-35.235466,Intermediate,120
11708.9933,170.163001,-43.821644,Advanced,150
11737.91407,178.054285,-37.912848,Advanced,420
11751.04192,176.697858,-38.697279,Easy,240
11762.16636,173.572182,-41.463808,Expert,480
11768.40212,174.890259,-36.599845,'Easiest,Easy',180
11802.6525,171.79335,-42.993007,Advanced,1200
12034.49501,174.827006,-38.908761,Advanced,450
12051.86045,169.70207,-44.512777,Advanced,420
12092.28809,175.829158,-37.601234,Advanced,300
12250.87705,175.138814,-39.727109,Advanced,420
12280.30351,169.31935,-44.176629,Advanced,270
12327.64082,168.131192,-44.804848,Advanced,240
12345.70847,175.42479,-36.215681,Advanced,360
12388.4671,168.435239,-44.846472,Advanced,540
12591.30799,175.454245,-36.158891,Advanced,30
12791.54386,175.434675,-40.624988,Advanced,840
12803.32642,175.526895,-40.551229,Advanced,780
12865.57732,174.082699,-39.327664,Advanced,450
12956.8928,167.6524,-45.407401,Intermediate,540
13088.74151,171.545676,-42.944997,Expert,1200
13122.5973,172.172861,-43.07628,Advanced,270
13177.35796,169.458978,-46.438751,Advanced,900
13195.61637,172.643854,-42.378199,Expert,360
13385.00574,175.892831,-39.150284,Advanced,300
13444.58245,175.078202,-37.95829,Advanced,300
13629.42119,175.129389,-37.643284,Advanced,450
13638.73984,173.864391,-41.349568,Advanced,300
13650.04875,175.857941,-37.537496,Advanced,300
13722.50858,173.239395,-41.578603,Advanced,1500
13848.59773,176.403595,-38.22316,Advanced,330
13865.22966,175.852991,-37.59111,Advanced,420
13992.94903,169.400273,-43.806246,'Advanced,Expert',1200
14098.2837,173.534157,-35.532083,Advanced,600
14190.83666,176.419451,-39.178125,Intermediate,900
14357.25272,175.814981,-39.008664,Easy,150
14470.68136,168.665947,-44.464451,Advanced,330
14533.15561,167.335743,-46.026506,Advanced,540
14868.58282,172.337213,-43.17518,Advanced,330
14964.48335,168.850456,-46.059176,'Easy,Advanced',120
15138.02442,167.233984,-46.104265,Expert,600
15212.89282,175.62146,-37.814006,Advanced,210
15289.57149,169.435318,-44.528134,Advanced,1200
15362.99521,172.70981,-42.298949,Advanced,330
15365.14878,168.66593,-44.463917,Advanced,690
15478.15126,168.629884,-44.493628,Expert,300
15536.58578,172.258608,-43.183109,Advanced,300
15595.85971,169.879717,-43.610281,Intermediate,420
15603.60735,167.682723,-45.469489,Intermediate,210
15683.91079,172.781446,-41.836658,Intermediate,150
15759.75604,172.563669,-41.523287,'Advanced,Expert',960
15823.86251,167.339704,-46.12135,Advanced,600
15835.97455,170.064188,-44.12643,Advanced,180
15846.51441,175.1885,-40.893781,Advanced,540
15898.97454,175.679367,-37.055344,Intermediate,270
15920.06939,175.865006,-38.638305,Easy,120
15933.36448,169.213288,-44.122941,Advanced,150
15962.11912,173.368882,-35.535505,Easiest,15
15962.11912,176.246676,-37.800157,Advanced,240
16096.67815,168.145,-44.80218,Intermediate,360
16301.71772,168.665947,-44.464451,Advanced,380
16454.82476,173.827518,-42.236041,Advanced,360
16480.86178,172.660372,-41.128209,Expert,360
16519.88997,175.411796,-36.496528,Easy,420
16551.33118,176.077568,-39.939897,Advanced,1800
16597.71381,175.841868,-37.506957,Advanced,240
17335.07773,177.393539,-38.224234,Expert,420
17401.63,169.645069,-44.474612,Advanced,540
17462.07339,169.253212,-43.823288,Advanced,1800
17522.26612,167.513648,-45.02085,Expert,2100
17562.7012,169.907369,-44.611659,Advanced,180
17562.7012,172.783555,-34.453403,Easy,330
17673.36408,172.832931,-41.842122,Advanced,510
18031.48081,173.425514,-35.209319,Advanced,540
18033.94445,172.079779,-43.240606,Advanced,480
18049.86014,173.985059,-39.302114,Advanced,360
18119.66698,168.258736,-44.880563,Intermediate,2400
18192.86097,169.259597,-44.713347,Easy,360
18213.47197,175.781413,-37.261166,Advanced,300
18282.31643,167.457821,-45.80335,Advanced,360
18298.43003,177.461341,-38.157855,Intermediate,375
18463.47308,171.366957,-43.607106,'Intermediate,Advanced',1200
18647.10391,174.053316,-39.235814,Advanced,500
18841.85081,174.960026,-41.325223,Advanced,360
19048.16548,173.791274,-35.211012,Easy,60
19048.16548,176.008781,-40.05338,Advanced,360
19079.71901,167.365678,-45.77403,Advanced,540
19096.69508,175.581001,-39.144497,Intermediate,450
19109.83003,177.136749,-38.730047,Advanced,360
19457.4311,171.547716,-42.936471,Expert,420
19518.41279,170.127813,-44.24949,Easy,180
19522.30502,176.39269,-38.105901,Advanced,420
19733.6682,176.057282,-39.926985,Advanced,1800
20104.45271,168.724066,-44.494151,Easy,210
20367.52221,174.041496,-41.368748,Easy,10
20384.36035,169.749292,-44.35532,Advanced,300
20540.72752,173.611261,-41.428149,Advanced,420
20543.11825,175.04735,-41.318675,Advanced,720
20736.32701,169.43331,-44.341489,Advanced,660
20785.82955,174.052466,-39.263676,Advanced,1500
21303.13408,172.687843,-34.489888,Advanced,270
21310.19161,175.449172,-40.881012,Intermediate,720
21512.77157,171.656449,-42.931492,Expert,1500
21580.57956,173.738208,-35.230123,Advanced,1200
21858.26064,169.072869,-44.722126,Advanced,630
22119.96399,175.933437,-38.685913,Easy,270
22265.33349,177.084211,-38.792168,Intermediate,900
22504.97753,175.381654,-37.382692,Advanced,900
22545.15703,167.581777,-45.591376,Advanced,270
22622.30352,172.040289,-43.192033,Advanced,1200
22819.93446,172.682622,-41.192383,'Easy,Expert',1200
22946.86094,173.634932,-35.571016,Advanced,720
23132.58858,173.597341,-42.297216,'Easy,Expert',45
23572.05438,170.505632,-43.621973,Advanced,660
23692.26536,171.692142,-43.095396,'Advanced,Expert',1500
23834.83814,176.026215,-39.899844,Advanced,1200
24114.61161,177.278149,-38.413661,Advanced,1500
24199.29326,176.725907,-38.714963,Advanced,1500
24559.71717,173.776912,-41.168818,Advanced,570
24941.00978,175.689982,-37.056499,Intermediate,300
25292.67914,168.871212,-44.341691,Expert,510
25306.53165,168.061376,-46.873639,Intermediate,1800
25501.85756,171.443393,-42.849924,Expert,1200
25573.05377,174.062191,-41.52288,Easy,180
26050.82296,172.139601,-42.483895,Advanced,1500
26806.8167,175.127825,-37.98135,Advanced,300
26891.52866,173.121352,-41.941561,Expert,2700
26952.75935,167.569586,-45.602938,Advanced,300
27068.09638,169.812219,-44.029851,Advanced,540
27235.40859,171.681027,-42.877332,Expert,1500
27674.29598,175.293764,-41.531178,Advanced,1500
28176.66192,172.172575,-43.075223,Advanced,1200
28489.1932,170.733498,-43.220237,'Advanced,Expert',1800
29384.06784,170.870781,-43.044116,'Advanced,Expert',1500
29930.0888,169.939487,-43.623806,'Advanced,Expert',1800
29961.84823,167.78562,-44.813536,Intermediate,2400
30498.60967,172.78462,-43.71553,'Intermediate,Advanced',1500
31289.93639,177.025401,-38.752476,Intermediate,2100
31680.65758,175.059448,-39.207301,Advanced,1500
31941.65681,173.297923,-41.546497,Advanced,1200
32189.20895,171.009128,-43.105688,Advanced,2100
32332.08177,169.015809,-44.24853,Advanced,420
32435.53602,168.903288,-44.776573,Advanced,2100
32787.71623,172.571301,-40.94437,Expert,3600
33217.85311,167.375506,-46.184771,Intermediate,1800
34292.53523,168.181496,-44.760314,Intermediate,1800
34534.85086,175.402013,-36.212791,Advanced,1500
34560.65175,169.856723,-43.656887,Expert,1200
34817.02606,171.616555,-42.884004,Expert,1500
35089.00364,174.858544,-39.340627,Advanced,2400
38885.85769,169.824066,-43.964402,Advanced,660
40119.91518,175.263644,-40.974617,Advanced,1800
40630.72832,170.464692,-43.244978,Expert,1200
41029.96064,171.860764,-42.894248,Expert,2100
41613.64225,177.150494,-38.709237,Advanced,1800
41684.30391,172.784208,-41.853425,'Advanced,Expert',1500
42031.77798,176.207756,-39.031802,Advanced,1800
42616.78164,171.247095,-42.947594,'Advanced,Expert',2100
43559.08022,171.136274,-42.984627,'Advanced,Expert',2700
44224.98397,176.045401,-39.754815,Advanced,1800
45151.34487,171.344016,-42.949539,Expert,2700
45410.00684,170.478965,-43.348805,'Advanced,Expert',1800
45479.92851,175.624558,-39.145811,Intermediate,2100
45555.45858,176.038866,-39.839548,Advanced,1500
45641.02679,176.025746,-39.990731,Advanced,1800
45641.02679,167.375506,-46.184771,Intermediate,1800
45975.23511,172.687686,-41.233546,Expert,1200
46258.31634,172.934918,-40.912858,Advanced,1800
46597.11962,171.436891,-42.887466,Expert,2100
47147.35256,172.755615,-34.457326,Easy,2100
48400.79337,171.058464,-43.53639,Advanced,240
50184.49056,169.513451,-44.358808,Advanced,1500
50620.79428,172.678597,-40.92487,Advanced,2400
53855.50795,176.099043,-39.700159,Advanced,2400
55576.36053,169.599108,-44.775114,Advanced,900
56862.51275,174.087409,-41.196532,Advanced,2700
57544.15386,167.242204,-46.242701,'Intermediate,Advanced,Expert',2820
57976.85323,172.36222,-41.405752,'Advanced,Expert',300
60211.4503,167.574976,-45.451472,Intermediate,2100
62747.805,167.081145,-45.674902,Advanced,5400
62923.73138,172.491736,-42.391936,Advanced,3000
64118.81657,169.056419,-44.21126,Advanced,2100
64475.79228,168.241175,-45.023962,Advanced,2400
64698.66557,173.01755,-40.865111,Intermediate,2400
64823.67753,172.542632,-42.278661,Expert,2700
65134.84337,174.087409,-41.196532,Intermediate,2400
65134.84337,174.093759,-39.272137,'Advanced,Expert',2700
70247.81711,172.30283,-40.886449,Intermediate,300
70946.0483,168.46721,-44.693572,Advanced,2700
71926.56678,175.62808,-39.290129,Advanced,300
74534.37081,175.844804,-37.648575,Expert,3600
78581.5092,171.272982,-42.858702,Advanced,1800
84545.6959,172.806165,-41.916447,Advanced,330
84653.26536,171.999315,-42.700458,Advanced,2700
85782.09269,167.88232,-46.957926,Advanced,300
92893.99727,168.064625,-44.517842,Advanced,2700
119965.7442,167.910611,-46.867313,Advanced,3600
125082.131,172.439503,-41.316558,Advanced,4500
