@relation ChallengeABData12Testweka.filters.unsupervised.attribute.RemoveR12

@attribute ﻿Shape_Length numeric
@attribute X numeric
@attribute Y numeric
@attribute completionTime numeric

@data
1291.993521,174.105836,39.325001,5
18049.86014,173.985059,39.302114,330
6928.415975,169.071752,44.67339,330
13848.59773,176.403595,38.22316,330
6361.725227,174.572534,35.839098,330
2477.083467,168.356564,44.776229,330
32787.71623,172.571301,40.94437,8640
10578.06316,169.386173,44.137355,360
3648.522208,168.296875,44.763385,360
7664.465309,173.252223,41.597229,360
4256.800389,174.083764,39.314412,360
3455.563327,167.704828,45.438016,50
3070.054227,174.990159,36.777342,50
320.913806,174.128407,35.893382,55
18192.86097,169.259597,44.713347,360
18298.43003,177.461341,38.157855,360
9004.641979,167.496581,45.720591,420
19457.4311,169.032178,44.34282,420
12250.87705,175.138814,39.727109,420
5676.3247,171.547716,42.936471,420
12051.86045,169.355005,44.45757,420
4713.889658,169.70207,44.512777,420
32332.08177,169.015809,44.24853,420
17335.07773,177.393539,38.224234,420
2721.120865,169.398927,44.084268,420
125082.131,172.439503,41.316558,10800
19109.83003,174.492588,36.070991,360
11147.90657,175.908494,37.760512,360
11140.05051,168.145,44.80218,360
13195.61637,177.136749,38.730047,360
2602.203777,168.68132,44.511619,360
16096.67815,172.643854,42.378199,360
12345.70847,175.42479,36.215681,360
16301.71772,168.665947,44.464451,360
16454.82476,173.827518,42.236041,360
8915.38282,174.625903,38.922361,360
16480.86178,169.636091,44.185669,360
8529.46922,172.660372,41.128209,360
7607.803483,175.067986,37.938631,360
9030.798372,174.796649,38.414508,360
18841.85081,174.960026,41.325223,360
2302.309487,169.20796,44.341021,420
4847.137714,171.684518,42.784279,360
10095.85507,175.138351,40.917285,420
25292.67914,168.871212,44.341691,450
38885.85769,169.824066,43.964402,450
9380.188402,169.36685,45.295806,420
3501.13849,171.173298,42.814481,420
13865.22966,175.852991,37.59111,420
19522.30502,176.39269,38.105901,420
13629.42119,175.129389,37.643284,450
12034.49501,174.827006,38.908761,450
18647.10391,174.053316,39.235814,450
15595.85971,169.879717,43.610281,420
11737.91407,174.645426,36.345696,420
1925.027227,178.054285,37.912848,420
16519.88997,175.411796,36.496528,420
20540.72752,173.611261,41.428149,420
8536.291096,174.992606,41.297614,420
17673.36408,172.832931,41.842122,420
19096.69508,175.581001,39.144497,420
12865.57732,174.082699,39.327664,420
11422.09776,176.028709,39.995559,540
6282.255202,176.065289,39.77319,540
4761.84375,169.580841,44.459488,540
17401.63,169.645069,44.474612,540
3131.196416,168.452662,44.62401,540
8048.44482,168.427305,44.710914,540
8075.612675,175.388984,36.095533,540
8045.104635,175.486059,40.856753,540
7570.157857,170.158842,43.41486,480
4395.838145,174.317971,35.185072,480
10301.39398,167.965692,44.936069,480
4895.490784,168.923108,45.066618,480
18033.94445,174.682152,38.975784,480
10767.32762,172.079779,43.240606,480
11422.56164,174.802487,38.470915,480
3425.299664,169.997663,43.490873,480
23572.05438,170.505632,43.621973,480
7433.465484,174.74854,38.430299,480
11762.16636,173.692537,41.425915,480
7977.655449,173.572182,41.463808,480
62747.805,167.081145,45.674902,12960
12956.8928,167.6524,45.407401,540
12388.4671,168.435239,44.846472,540
4542.668223,168.317107,44.688776,540
8198.174005,172.557407,40.640089,540
119965.7442,167.910611,46.867313,540
15846.51441,167.335743,46.026506,540
14533.15561,175.1885,40.893781,540
19079.71901,167.365678,45.77403,540
18031.48081,173.425514,35.209319,540
24559.71717,173.776912,41.168818,540
3322.526724,174.1196,41.08683,720
13177.35796,169.458978,46.438751,2160
1945.604475,174.85517,36.807931,60
11587.27367,174.555117,38.863122,480
27068.09638,169.812219,44.029851,540
