@relation Appended_3_sets

@attribute ﻿species {Blue_Cod,Hoki,Ling,Orange_Roughy,Paua,Rock_Lobster,Scampi,Silver_Warehou,Snapper,Southern_Blue_Whiting}
@attribute year numeric
@attribute variable {Catch,TACC}
@attribute units {Tonnes}
@attribute magnitude {Actual}
@attribute source {Environmental_Accounts}
@attribute data_value numeric
@attribute flag {R}
@attribute ﻿year numeric
@attribute performance_of_stocks_hard_limit {landings_from_stocks_above_hard_limit,stocks_above_hard_limit}
@attribute percent numeric
@attribute performance_of_stocks_soft_limit {landings_from_stocks_above_soft_limit,stocks_above_soft_limit}

@data
Blue_Cod,2016,Catch,Tonnes,Actual,Environmental_Accounts,2105.7,R,?,?,?,?
Blue_Cod,2017,Catch,Tonnes,Actual,Environmental_Accounts,2155.1,?,?,?,?,?
Blue_Cod,2018,Catch,Tonnes,Actual,Environmental_Accounts,2045.3,?,?,?,?,?
Blue_Cod,1996,TACC,Tonnes,Actual,Environmental_Accounts,2664.7,?,?,?,?,?
Blue_Cod,1997,TACC,Tonnes,Actual,Environmental_Accounts,2664.7,?,?,?,?,?
Blue_Cod,1998,TACC,Tonnes,Actual,Environmental_Accounts,2664.7,?,?,?,?,?
Blue_Cod,1999,TACC,Tonnes,Actual,Environmental_Accounts,2664.7,?,?,?,?,?
Blue_Cod,2000,TACC,Tonnes,Actual,Environmental_Accounts,2664.7,?,?,?,?,?
Blue_Cod,2001,TACC,Tonnes,Actual,Environmental_Accounts,2664.7,?,?,?,?,?
Blue_Cod,2002,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2003,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2004,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2005,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2006,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2007,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2008,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2009,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2010,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2011,TACC,Tonnes,Actual,Environmental_Accounts,2681.5,?,?,?,?,?
Blue_Cod,2012,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Blue_Cod,2013,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Blue_Cod,2014,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Blue_Cod,2015,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Blue_Cod,2016,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Blue_Cod,2017,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Blue_Cod,2018,TACC,Tonnes,Actual,Environmental_Accounts,2331.6,?,?,?,?,?
Silver_Warehou,2002,Catch,Tonnes,Actual,Environmental_Accounts,8550.5,?,?,?,?,?
Silver_Warehou,2003,Catch,Tonnes,Actual,Environmental_Accounts,9547.3,?,?,?,?,?
Silver_Warehou,2004,Catch,Tonnes,Actual,Environmental_Accounts,10729,?,?,?,?,?
Silver_Warehou,2005,Catch,Tonnes,Actual,Environmental_Accounts,9544.9,?,?,?,?,?
Silver_Warehou,2006,Catch,Tonnes,Actual,Environmental_Accounts,11138,?,?,?,?,?
Silver_Warehou,2007,Catch,Tonnes,Actual,Environmental_Accounts,14173.7,?,?,?,?,?
Silver_Warehou,2008,Catch,Tonnes,Actual,Environmental_Accounts,8107.3,?,?,?,?,?
Silver_Warehou,2009,Catch,Tonnes,Actual,Environmental_Accounts,8843.2,?,?,?,?,?
Silver_Warehou,2010,Catch,Tonnes,Actual,Environmental_Accounts,7077.8,?,?,?,?,?
Silver_Warehou,2011,Catch,Tonnes,Actual,Environmental_Accounts,8004.1,?,?,?,?,?
Silver_Warehou,2012,Catch,Tonnes,Actual,Environmental_Accounts,7130.3,?,?,?,?,?
Silver_Warehou,2013,Catch,Tonnes,Actual,Environmental_Accounts,8663.1,?,?,?,?,?
Silver_Warehou,2014,Catch,Tonnes,Actual,Environmental_Accounts,7988.1,?,?,?,?,?
Silver_Warehou,2015,Catch,Tonnes,Actual,Environmental_Accounts,9052.6,?,?,?,?,?
Silver_Warehou,2016,Catch,Tonnes,Actual,Environmental_Accounts,7514.9,?,?,?,?,?
Silver_Warehou,2017,Catch,Tonnes,Actual,Environmental_Accounts,8670.7,?,?,?,?,?
Silver_Warehou,2018,Catch,Tonnes,Actual,Environmental_Accounts,8652.8,?,?,?,?,?
Silver_Warehou,1996,TACC,Tonnes,Actual,Environmental_Accounts,9884.4,?,?,?,?,?
Silver_Warehou,1997,TACC,Tonnes,Actual,Environmental_Accounts,9884.4,?,?,?,?,?
Silver_Warehou,1998,TACC,Tonnes,Actual,Environmental_Accounts,9512.2,?,?,?,?,?
Silver_Warehou,1999,TACC,Tonnes,Actual,Environmental_Accounts,9512.2,?,?,?,?,?
Silver_Warehou,2000,TACC,Tonnes,Actual,Environmental_Accounts,9512.2,?,?,?,?,?
Silver_Warehou,2001,TACC,Tonnes,Actual,Environmental_Accounts,9512.2,?,?,?,?,?
Silver_Warehou,2002,TACC,Tonnes,Actual,Environmental_Accounts,9512.2,?,?,?,?,?
Silver_Warehou,2003,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2004,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2005,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2006,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2007,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2008,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2009,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2010,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2011,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2012,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2013,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2014,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2015,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2016,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2017,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Silver_Warehou,2018,TACC,Tonnes,Actual,Environmental_Accounts,10380.2,?,?,?,?,?
Southern_Blue_Whiting,2002,Catch,Tonnes,Actual,Environmental_Accounts,32879.2,?,?,?,?,?
Southern_Blue_Whiting,2003,Catch,Tonnes,Actual,Environmental_Accounts,41794.7,?,?,?,?,?
Southern_Blue_Whiting,2004,Catch,Tonnes,Actual,Environmental_Accounts,27811.9,?,?,?,?,?
Southern_Blue_Whiting,2005,Catch,Tonnes,Actual,Environmental_Accounts,21619.6,?,?,?,?,?
Southern_Blue_Whiting,2006,Catch,Tonnes,Actual,Environmental_Accounts,30277.6,?,?,?,?,?
Southern_Blue_Whiting,2007,Catch,Tonnes,Actual,Environmental_Accounts,25363.4,?,?,?,?,?
Southern_Blue_Whiting,2008,Catch,Tonnes,Actual,Environmental_Accounts,25586.6,?,?,?,?,?
Southern_Blue_Whiting,2009,Catch,Tonnes,Actual,Environmental_Accounts,31887.4,?,?,?,?,?
Southern_Blue_Whiting,2010,Catch,Tonnes,Actual,Environmental_Accounts,39540.1,?,?,?,?,?
Southern_Blue_Whiting,2011,Catch,Tonnes,Actual,Environmental_Accounts,38708.1,?,?,?,?,?
Southern_Blue_Whiting,2012,Catch,Tonnes,Actual,Environmental_Accounts,38439.5,?,?,?,?,?
Southern_Blue_Whiting,2013,Catch,Tonnes,Actual,Environmental_Accounts,29906.1,?,?,?,?,?
Southern_Blue_Whiting,2014,Catch,Tonnes,Actual,Environmental_Accounts,33454.8,?,?,?,?,?
Southern_Blue_Whiting,2015,Catch,Tonnes,Actual,Environmental_Accounts,31866.5,?,?,?,?,?
Southern_Blue_Whiting,2016,Catch,Tonnes,Actual,Environmental_Accounts,24733.4,?,?,?,?,?
Southern_Blue_Whiting,2017,Catch,Tonnes,Actual,Environmental_Accounts,22587.8,?,?,?,?,?
Southern_Blue_Whiting,2018,Catch,Tonnes,Actual,Environmental_Accounts,21045.9,?,?,?,?,?
Southern_Blue_Whiting,2000,TACC,Tonnes,Actual,Environmental_Accounts,58008,?,?,?,?,?
Southern_Blue_Whiting,2001,TACC,Tonnes,Actual,Environmental_Accounts,35148,?,?,?,?,?
Southern_Blue_Whiting,2002,TACC,Tonnes,Actual,Environmental_Accounts,45148,?,?,?,?,?
Southern_Blue_Whiting,2003,TACC,Tonnes,Actual,Environmental_Accounts,45148,?,?,?,?,?
Southern_Blue_Whiting,2004,TACC,Tonnes,Actual,Environmental_Accounts,35648,?,?,?,?,?
Southern_Blue_Whiting,2005,TACC,Tonnes,Actual,Environmental_Accounts,35648,?,?,?,?,?
Southern_Blue_Whiting,2006,TACC,Tonnes,Actual,Environmental_Accounts,35648,?,?,?,?,?
Southern_Blue_Whiting,2007,TACC,Tonnes,Actual,Environmental_Accounts,30648,?,?,?,?,?
Southern_Blue_Whiting,2008,TACC,Tonnes,Actual,Environmental_Accounts,30648,?,?,?,?,?
Southern_Blue_Whiting,2009,TACC,Tonnes,Actual,Environmental_Accounts,36948,?,?,?,?,?
Southern_Blue_Whiting,2010,TACC,Tonnes,Actual,Environmental_Accounts,41848,?,?,?,?,?
Southern_Blue_Whiting,2011,TACC,Tonnes,Actual,Environmental_Accounts,44848,?,?,?,?,?
Southern_Blue_Whiting,2012,TACC,Tonnes,Actual,Environmental_Accounts,43408,?,?,?,?,?
Southern_Blue_Whiting,2013,TACC,Tonnes,Actual,Environmental_Accounts,43408,?,?,?,?,?
Southern_Blue_Whiting,2014,TACC,Tonnes,Actual,Environmental_Accounts,43408,?,?,?,?,?
Southern_Blue_Whiting,2015,TACC,Tonnes,Actual,Environmental_Accounts,53208,?,?,?,?,?
Southern_Blue_Whiting,2016,TACC,Tonnes,Actual,Environmental_Accounts,49288,?,?,?,?,?
Southern_Blue_Whiting,2017,TACC,Tonnes,Actual,Environmental_Accounts,49288,?,?,?,?,?
Southern_Blue_Whiting,2018,TACC,Tonnes,Actual,Environmental_Accounts,48815,?,?,?,?,?
?,?,?,?,?,?,?,?,2009,landings_from_stocks_above_hard_limit,99.5,?
?,?,?,?,?,?,?,?,2010,landings_from_stocks_above_hard_limit,99.1,?
?,?,?,?,?,?,?,?,2011,landings_from_stocks_above_hard_limit,97.1,?
?,?,?,?,?,?,?,?,2012,landings_from_stocks_above_hard_limit,99.5,?
?,?,?,?,?,?,?,?,2013,landings_from_stocks_above_hard_limit,99.5,?
?,?,?,?,?,?,?,?,2014,landings_from_stocks_above_hard_limit,99.6,?
?,?,?,?,?,?,?,?,2015,landings_from_stocks_above_hard_limit,99.6,?
?,?,?,?,?,?,?,?,2009,stocks_above_hard_limit,93.9,?
?,?,?,?,?,?,?,?,2010,stocks_above_hard_limit,93.8,?
?,?,?,?,?,?,?,?,2011,stocks_above_hard_limit,93.9,?
?,?,?,?,?,?,?,?,2012,stocks_above_hard_limit,93.9,?
?,?,?,?,?,?,?,?,2013,stocks_above_hard_limit,93.5,?
?,?,?,?,?,?,?,?,2014,stocks_above_hard_limit,94.3,?
?,?,?,?,?,?,?,?,2015,stocks_above_hard_limit,94,?
?,?,?,?,?,?,?,?,2009,?,94,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2010,?,94.8,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2011,?,95.1,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2012,?,96.6,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2013,?,96.1,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2014,?,96.4,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2015,?,96.8,landings_from_stocks_above_soft_limit
?,?,?,?,?,?,?,?,2009,?,81.1,stocks_above_soft_limit
?,?,?,?,?,?,?,?,2010,?,86.7,stocks_above_soft_limit
?,?,?,?,?,?,?,?,2011,?,85,stocks_above_soft_limit
?,?,?,?,?,?,?,?,2012,?,83.2,stocks_above_soft_limit
?,?,?,?,?,?,?,?,2013,?,82,stocks_above_soft_limit
?,?,?,?,?,?,?,?,2014,?,83.6,stocks_above_soft_limit
?,?,?,?,?,?,?,?,2015,?,82.8,stocks_above_soft_limit
